,branchNumber,type,openDate,id,iban,balance,currency,cust_id
4143,1550,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_31bbccce-1011-4790-8283-6ffa151859c6,,61.14,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a83a4b1e-917f-4dcf-814f-1a19a0b876f9
4144,1795,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_9e4d6885-8a2b-40f9-a984-139ec3be2d87,,7172.1,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0fb152c5-5726-4e45-a29f-ce8b0f6bbb73
4145,1795,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_878549fe-3865-4d44-a776-7de529225131,,3624.7,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0fb152c5-5726-4e45-a29f-ce8b0f6bbb73
4146,1795,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3435306c-67ae-43e6-bd52-167e8f23a5cb,,6303.7,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_eba446f2-75d8-40bb-9c94-2061192c6e3a
4147,1795,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d4f8f897-76fc-41ba-a107-633044c6ca54,,12957.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_eba446f2-75d8-40bb-9c94-2061192c6e3a
4148,1967,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_fa062273-1fd9-4a7b-842d-cbf3a315282b,,0.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8c24e1e5-01b7-4ef4-a727-8b133db00b8f
4149,1967,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_43766b84-7746-4847-99a7-a5dcc62d4a87,,0.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8c24e1e5-01b7-4ef4-a727-8b133db00b8f
4150,330,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_09ce3f4d-9b51-4ca1-9fa9-856ed20d23a1,,27.46,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6a87c471-5afa-4758-a281-172ffd6de0d6
4151,330,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_97ded1b3-56da-4643-9496-903d17b95d26,,80.72,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6a87c471-5afa-4758-a281-172ffd6de0d6
4152,1704,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8493203d-b7cf-4956-9638-d5bc5926e175,,84256.23,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_73400128-7e4a-4a44-a3fb-c6cae742bc7c
4153,1704,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8bd11e75-3b73-46a6-9535-9b0899d0186b,,50562.4,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_73400128-7e4a-4a44-a3fb-c6cae742bc7c
4154,1800,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a169cd45-0554-464d-aa62-86728d42dc1e,,9588.72,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_cc174bd9-9929-4dee-b259-bd0dae4316c5
4155,1800,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_ef4edac5-57e0-4b27-a19a-4bfe4e12c598,,12749.24,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_cc174bd9-9929-4dee-b259-bd0dae4316c5
4156,1952,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7bf95a41-148d-4b36-ac82-3020f75caa3a,,20570.37,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ccf2df20-db74-4ff4-9e6d-fa939def4f48
4157,1952,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_206c414f-2c08-442e-958a-c88ea37b8b95,,20641.12,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ccf2df20-db74-4ff4-9e6d-fa939def4f48
4158,1640,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3403ace3-f4dc-4959-a57e-2a70db2eb3e9,,16556.66,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a3d07507-0b31-4913-a5f3-721aaf66fb69
4159,1640,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7cf70053-1c26-427c-b5cf-e255bf897fa7,,11386.06,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a3d07507-0b31-4913-a5f3-721aaf66fb69
4160,331,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5fafe435-59fd-45d0-8176-86b15222e890,,22060.35,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7d082e46-0bbb-41c0-a648-a0227a584bfe
4161,331,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6ef9de95-ce22-4499-b5dc-7b54dd45f0c1,,21963.06,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_7d082e46-0bbb-41c0-a648-a0227a584bfe
4162,1220,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_27ad4fc8-0bcc-466e-b50d-1b5c01395730,,9259.15,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_fa062fd8-e892-4175-957c-aa82ea1b77d0
4163,1220,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f3bd25ce-1a9c-4317-87ba-57c1f7c01655,,9880.44,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_fa062fd8-e892-4175-957c-aa82ea1b77d0
4164,1918,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_06c6ce21-75b3-4285-b9fc-52c85f4ecb8a,,24772.35,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_69bd9209-10cf-43e9-bc7b-9348acb56af0
4165,1918,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0083c06d-4b5a-42ff-b571-97798da82965,,16600.56,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_69bd9209-10cf-43e9-bc7b-9348acb56af0
4166,1918,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d06989a1-2f58-4696-9ffc-96de9311fa7f,,29643.85,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6b7292d4-54ef-4cd8-aeda-bb5fa197dfda
4167,1918,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4cb18084-d889-4cb1-8c08-b09e62d92107,,24270.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6b7292d4-54ef-4cd8-aeda-bb5fa197dfda
4168,1918,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e4052e28-5cc8-4bb5-8fb7-32aa5b1016c6,,30799.9,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_eaf2a606-21cd-48fb-bb52-3ede74e5c9b8
4169,1918,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_244492a1-12e1-4b9e-8516-beb9341decf1,,25087.38,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_eaf2a606-21cd-48fb-bb52-3ede74e5c9b8
4170,1168,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_98433cc4-3d30-4450-8f0a-17cb43abd3cc,,14013.52,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3db01dd1-22ae-4c32-aed7-9314e635a0de
4171,1168,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_36b81b47-fd70-4d3c-aede-91c646f9bd3b,,7312.5,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3db01dd1-22ae-4c32-aed7-9314e635a0de
4172,132,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7006ec5e-d970-4b1b-8de1-230ac406dd2d,,859.28,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_9a94d6ce-d56c-4cde-a620-62076e05cb20
4173,132,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a9c467a5-dc7b-410b-8259-9e617e9a6273,,52474.8,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_9a94d6ce-d56c-4cde-a620-62076e05cb20
4174,335,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_1460f107-86cc-4dc8-a1d4-8238260a0639,,17325.09,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3230d5ac-5329-4701-8317-d3e0e1ba7342
4175,335,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_eea66f00-e0f3-4d24-a67e-aa8cc85e15af,,17544.4,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3230d5ac-5329-4701-8317-d3e0e1ba7342
4176,153,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_dd3dd41c-ea24-40ce-bc28-5a8bf9c10f2e,,254.42,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ad54c51e-edb6-4315-abeb-459524c58c12
4177,153,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6a234840-299e-4c5f-bb6b-ecc7b5e1ad0c,,87.68,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_ad54c51e-edb6-4315-abeb-459524c58c12
4178,1580,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e8b9e15a-a47e-4a6e-a1c8-ab61d6d75765,,1501.53,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_731c39a3-a197-4bac-979d-8d89fa124363
4179,1580,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_aaf7ca36-a3e2-4eb0-8939-692c08e68f3b,,10080.8,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_731c39a3-a197-4bac-979d-8d89fa124363
4180,575,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_49ba6744-695d-477e-8b8d-8eb2ec95a704,,7351.37,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_97e9f72f-1377-44e3-85f2-4a30828e1558
4181,575,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3eaa6930-5fbb-4094-8bd1-a6ad712d261c,,11666.8,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_97e9f72f-1377-44e3-85f2-4a30828e1558
4182,1512,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6fe5b648-0fed-466c-8880-e8f623b36b0e,,26658.5,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_138af173-4a03-44d1-8fc3-1c2c4f289bd0
4183,1512,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_34a3a844-e5cb-494a-9e11-188f326ecefd,,23619.06,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_138af173-4a03-44d1-8fc3-1c2c4f289bd0
4184,330,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e7e69cb8-75c7-414a-a5bd-a161200524d1,,18954.69,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6f9797c6-fd4f-431e-8b86-6d86a2ae7552
4185,330,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_694af1a4-83e3-4431-860c-aef3fac0ae7a,,10550.16,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6f9797c6-fd4f-431e-8b86-6d86a2ae7552
4186,1704,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7f6d6f26-a214-41fd-a1c1-eb9a58a67552,,18073.51,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c0b31072-686c-4826-8a02-1e7d665aa822
4187,1704,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_cdd27e61-087c-46fa-ae53-805f8ce5718f,,12234.98,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c0b31072-686c-4826-8a02-1e7d665aa822
4188,12684,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a1170a41-07f7-411c-9751-4e6a7fb8212f,,26398.45,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_cb8e165a-b8ce-4088-9254-36ab86bed615
4189,12684,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e5675ce9-2cf2-4406-8329-a9a4d77fd2d1,,16673.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_cb8e165a-b8ce-4088-9254-36ab86bed615
4190,1576,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_92da5203-280e-4c13-8411-d7ff4675ff25,,9190.3,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c907eabf-2eec-4665-bfa6-c6c26bfd4425
4191,1576,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3c49b1cf-5f68-4ffd-92ba-e07e04b57c1e,,10906.04,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c907eabf-2eec-4665-bfa6-c6c26bfd4425
4192,1576,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_83e2e48b-22c5-418e-bc41-24cdf176440e,,7402.75,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c0b67db7-51e4-4301-901f-fbea14fea557
4193,1576,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_70cc29cc-45c7-4a01-a656-d7fda1c17250,,10271.7,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_c0b67db7-51e4-4301-901f-fbea14fea557
4194,575,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_18a44394-7e1a-43a9-8f6c-49b8abfdaa1f,,7796.25,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8985932d-b1a4-42ff-bc64-149b0190ee72
4195,575,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d74ce7eb-0226-4884-acca-52d2906187ea,,12603.6,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_8985932d-b1a4-42ff-bc64-149b0190ee72
4196,1584,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_cd996b7d-b011-468f-bbfc-ed6dcc70958a,,1202.16,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d825537b-2cfa-4bad-9c9f-a62f40123177
4197,1584,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_51b05535-d80f-41c7-a466-9c06b44a840c,,12292.94,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d825537b-2cfa-4bad-9c9f-a62f40123177
4198,13189,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_24c41564-9b1b-440d-acb4-832044ea2e06,,10091.63,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_96a87fb9-f72c-40e9-8013-2b9fc0bfb860
4199,13189,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c18feff3-302d-4d9a-86b3-2e72a45237ce,,5096.62,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_96a87fb9-f72c-40e9-8013-2b9fc0bfb860
4200,1704,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_eeb9eeb7-4e98-44a8-8e25-af6dcd81f622,,6571.87,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b11ec63f-0272-49df-b421-eef6e346e116
4201,1704,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4362b7a0-b3b6-4975-b4c1-b472da9e691a,,3560.54,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b11ec63f-0272-49df-b421-eef6e346e116
4202,324,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_edf1d44a-5dbc-46c8-9512-661963216ba1,,13361.26,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_63e8834a-368d-4651-a811-ad519e981cc0
4203,324,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f19edbde-b3ca-41ca-8376-bfa54be6c48e,,7028.44,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_63e8834a-368d-4651-a811-ad519e981cc0
4204,1256,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7c846bb9-258c-4392-a4aa-489062e55c96,,8426.5,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a4a59fb9-1e8f-4fa2-bce7-a5f7adca8a71
4205,1256,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_80f178d9-d396-4995-a9fb-6f9a0101ec81,,4456.82,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a4a59fb9-1e8f-4fa2-bce7-a5f7adca8a71
4206,1080,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_49ec95b6-8203-4e8f-9420-b41cfa497cf1,,659.03,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5c14d07e-3101-4023-903b-0f653e6cf7b5
4207,1080,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_67b3c7aa-95ad-445b-abd5-580a8210cd23,,7679.92,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_5c14d07e-3101-4023-903b-0f653e6cf7b5
4208,330,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4a156723-3eff-4ac0-af2d-317f6e626fdb,,8797.02,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f7964baa-0c48-497b-a969-eaf5a7d3ccee
4209,330,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_9d8de623-6f96-43e8-b1f3-ca3fcad3d9f3,,11606.0,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_f7964baa-0c48-497b-a969-eaf5a7d3ccee
4210,1970,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_c6358469-a07e-4647-abb8-3157f8c486f7,,6120.88,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a396ab4b-fe05-4089-a081-70c666b4911b
4211,1970,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5051cfb0-2674-4892-aa73-80f1d2255221,,16096.8,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a396ab4b-fe05-4089-a081-70c666b4911b
4212,1029,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_33c65dc6-677f-4060-9df3-35566a4063f1,,25076.45,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_fafd119a-d2f8-42de-a27b-755af8fe13c4
4213,1029,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_fbca9d30-ab3f-46af-b688-30c21aaba999,,17086.76,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_fafd119a-d2f8-42de-a27b-755af8fe13c4
4214,11679,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_125e209f-e624-48eb-8f9c-13198202cb73,,4413.23,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a84309a1-096f-40cc-9a0b-5e3d577346ed
4215,11679,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_f337cf1e-ef05-4b31-aee9-5c7be1328d85,,2705.58,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_a84309a1-096f-40cc-9a0b-5e3d577346ed
4216,1198,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_a683318f-5c11-4afd-a864-13bd7d2bc06a,,14139.61,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_63b52bf6-b4a5-4f69-8da1-215037c8b873
4217,1198,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d8f231e8-2ed7-4903-92ca-b8fcbb0fdd97,,34821.08,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_63b52bf6-b4a5-4f69-8da1-215037c8b873
4218,12831,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5e34c5f0-96d8-47de-acb4-075886c7f84d,,9102.97,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b72e4615-c337-4147-94a6-9c0b0368991a
4219,12831,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_3d82c002-1d52-4198-a7a5-bc2fc3ea1214,,8171.48,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b72e4615-c337-4147-94a6-9c0b0368991a
4220,233,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0ac03e36-d7cc-4617-9189-4a99001ad15c,,5956.83,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_fb6c53bf-bca6-4ff5-8560-795365cd5f84
4221,233,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_d1cfbdc5-792d-48c7-8aea-5cdd203582bd,,7576.88,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_fb6c53bf-bca6-4ff5-8560-795365cd5f84
4222,233,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_824cfa9f-3f31-4884-891a-ff1aa1b92377,,6366.43,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b7000720-e93e-4c07-88bc-0ab402244480
4223,233,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_970a3505-566c-4694-8818-9c2ddee79243,,8130.16,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_b7000720-e93e-4c07-88bc-0ab402244480
4224,1220,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6b64bed2-8fa8-474b-bc0c-e70fa2edbe00,,3153.06,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3796ad4a-dfbc-4d06-b4fa-7db77f63a0a4
4225,1220,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_981e8a12-10cf-4d78-8a6f-79d3dd383740,,2249.52,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3796ad4a-dfbc-4d06-b4fa-7db77f63a0a4
4226,12238,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_53d167e3-64c4-4356-ad98-ac05f50908e9,,8777.98,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_fa39eb00-3706-4c89-b789-1d96a18f45e1
4227,12238,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_5d143e72-0809-4375-80da-37f70e7c7a5c,,12460.7,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_fa39eb00-3706-4c89-b789-1d96a18f45e1
4228,12238,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_12de976b-0695-4323-a6b3-b86939f11f78,,8128.56,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0ca7ba0e-a305-429e-b3e5-ff23eff656b2
4229,12238,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_677e3d66-bb2c-45f7-819e-babddf22d862,,13582.46,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_0ca7ba0e-a305-429e-b3e5-ff23eff656b2
4230,255,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_58fc65c7-f29b-4f84-98d2-bb93b922bd19,,54522.96,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6dc26c38-f307-4dbc-98f2-e2cbd5f498f4
4231,255,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4942137b-1f30-419b-accd-4d0063facb66,,39642.48,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_6dc26c38-f307-4dbc-98f2-e2cbd5f498f4
4232,12997,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_0054b679-0403-4260-988d-469e2736ab22,,474.19,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_e1b87aac-1d44-4a2d-9fac-449456ec551e
4233,12997,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_be88e91f-19a7-454e-a019-279c5558b6fa,,15501.2,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_e1b87aac-1d44-4a2d-9fac-449456ec551e
4234,1282,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_e3ceb210-f1f8-4f1d-9c84-8405372caae1,,768.69,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_131a95b2-5ee9-4cba-b907-b391e835087a
4235,1282,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_7cc68810-3a2b-4825-a4ae-4b7e0de04580,,8164.44,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_131a95b2-5ee9-4cba-b907-b391e835087a
4236,1282,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_91dd6509-aea7-4690-92df-1b77571703f6,,1147.89,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d3f16051-9795-4ae1-a153-0f0e5ffbf683
4237,1282,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6f206b29-20ee-4ee4-bb07-47871536bd9e,,7483.64,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_d3f16051-9795-4ae1-a153-0f0e5ffbf683
4238,1480,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_8a7d699a-0dd5-4bfd-b42b-ee987b472f9c,,9675.73,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_515e2b65-95d9-439c-a393-184f08ab283d
4239,1480,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4c594f3b-7ae8-4e21-9426-b0ee976a5dcc,,14956.28,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_515e2b65-95d9-439c-a393-184f08ab283d
4240,607,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_6d8b6179-b5b3-4c8a-afcf-1a013f586433,,14990.49,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3757f032-6820-4421-960b-fa5c8fb932a7
4241,607,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_874cc5b7-e305-4635-a0ce-f0cf2b73bd67,,13272.84,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_3757f032-6820-4421-960b-fa5c8fb932a7
4242,538,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_78021f99-5fbe-4a4a-9444-033f0ab78967,,8697.08,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_2d379ecb-d1f2-4e20-8dbb-a9f3d5f0476f
4243,538,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4612654d-9286-4ca8-892d-7296525d70be,,4891.5,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_2d379ecb-d1f2-4e20-8dbb-a9f3d5f0476f
4244,1336,DDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_4f6214b3-defc-421e-8fca-f9878e0c8e69,,19054.06,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_65b7020e-2749-4e2c-bc34-7eb83c1a50c1
4245,1336,SDA,3/1/2018,fe51c153-fbec-4b64-9b00-2530035ef0e1_dce02ed1-3cb0-45dc-b166-754dd8a9ea96,,10570.84,CAD,fe51c153-fbec-4b64-9b00-2530035ef0e1_65b7020e-2749-4e2c-bc34-7eb83c1a50c1
